,Quarter,Price,Change,House Price,GEN,RS
4127,2019/Q4,4.650 €,+1%,0,Ebersberg,09175
4128,2020/Q1,4.750 €,+2%,0,Ebersberg,09175
4129,2020/Q2,4.950 €,+4%,0,Ebersberg,09175
4130,2020/Q3,5.000 €,+1%,0,Ebersberg,09175
4131,2018/Q3,2.950 €,-,1,Eichstätt,09176
4132,2018/Q4,2.950 €,+0%,1,Eichstätt,09176
4133,2019/Q1,3.000 €,+2%,1,Eichstätt,09176
4134,2019/Q2,3.050 €,+2%,1,Eichstätt,09176
4135,2019/Q3,3.050 €,+0%,1,Eichstätt,09176
4136,2019/Q4,3.350 €,+10%,1,Eichstätt,09176
4137,2020/Q1,3.400 €,+1%,1,Eichstätt,09176
4138,2020/Q2,3.400 €,+0%,1,Eichstätt,09176
4139,2020/Q3,3.400 €,+0%,1,Eichstätt,09176
4140,2018/Q3,3.300 €,-,0,Eichstätt,09176
4141,2018/Q4,3.300 €,+0%,0,Eichstätt,09176
4142,2019/Q1,3.150 €,-5%,0,Eichstätt,09176
4143,2019/Q2,3.200 €,+2%,0,Eichstätt,09176
4144,2019/Q3,3.650 €,+14%,0,Eichstätt,09176
4145,2019/Q4,3.800 €,+4%,0,Eichstätt,09176
4146,2020/Q1,3.800 €,+0%,0,Eichstätt,09176
4147,2020/Q2,3.850 €,+1%,0,Eichstätt,09176
4148,2020/Q3,3.850 €,+0%,0,Eichstätt,09176
4149,2018/Q3,4.600 €,-,1,Erding,09177
4150,2018/Q4,4.750 €,+3%,1,Erding,09177
4151,2019/Q1,5.000 €,+5%,1,Erding,09177
4152,2019/Q2,5.050 €,+1%,1,Erding,09177
4153,2019/Q3,4.800 €,-5%,1,Erding,09177
4154,2019/Q4,5.300 €,+10%,1,Erding,09177
4155,2020/Q1,5.450 €,+3%,1,Erding,09177
4156,2020/Q2,5.600 €,+3%,1,Erding,09177
4157,2020/Q3,5.700 €,+2%,1,Erding,09177
4158,2018/Q3,4.650 €,-,0,Erding,09177
4159,2018/Q4,4.700 €,+1%,0,Erding,09177
4160,2019/Q1,4.850 €,+3%,0,Erding,09177
4161,2019/Q2,5.000 €,+3%,0,Erding,09177
4162,2019/Q3,4.950 €,-1%,0,Erding,09177
4163,2019/Q4,4.900 €,-1%,0,Erding,09177
4164,2020/Q1,5.050 €,+3%,0,Erding,09177
4165,2020/Q2,5.150 €,+2%,0,Erding,09177
4166,2020/Q3,5.250 €,+2%,0,Erding,09177
4167,2018/Q3,4.550 €,-,1,Freising,09178
4168,2018/Q4,4.900 €,+8%,1,Freising,09178
4169,2019/Q1,4.950 €,+1%,1,Freising,09178
4170,2019/Q2,5.000 €,+1%,1,Freising,09178
4171,2019/Q3,4.850 €,-3%,1,Freising,09178
4172,2019/Q4,5.000 €,+3%,1,Freising,09178
4173,2020/Q1,5.250 €,+5%,1,Freising,09178
4174,2020/Q2,5.300 €,+1%,1,Freising,09178
4175,2020/Q3,5.300 €,+0%,1,Freising,09178
4176,2018/Q3,4.500 €,-,0,Freising,09178
4177,2018/Q4,4.600 €,+2%,0,Freising,09178
4178,2019/Q1,4.800 €,+4%,0,Freising,09178
4179,2019/Q2,4.900 €,+2%,0,Freising,09178
4180,2019/Q3,5.050 €,+3%,0,Freising,09178
4181,2019/Q4,5.150 €,+2%,0,Freising,09178
4182,2020/Q1,5.200 €,+1%,0,Freising,09178
4183,2020/Q2,5.350 €,+3%,0,Freising,09178
4184,2020/Q3,5.350 €,+0%,0,Freising,09178
4185,2018/Q3,5.050 €,-,1,Fürstenfeldbruck,09179
4186,2018/Q4,5.050 €,+0%,1,Fürstenfeldbruck,09179
4187,2019/Q1,5.000 €,-1%,1,Fürstenfeldbruck,09179
4188,2019/Q2,5.050 €,+1%,1,Fürstenfeldbruck,09179
4189,2019/Q3,5.300 €,+5%,1,Fürstenfeldbruck,09179
4190,2019/Q4,5.550 €,+5%,1,Fürstenfeldbruck,09179
4191,2020/Q1,5.700 €,+3%,1,Fürstenfeldbruck,09179
4192,2020/Q2,5.750 €,+1%,1,Fürstenfeldbruck,09179
4193,2020/Q3,5.800 €,+1%,1,Fürstenfeldbruck,09179
4194,2018/Q3,4.550 €,-,0,Fürstenfeldbruck,09179
4195,2018/Q4,4.600 €,+1%,0,Fürstenfeldbruck,09179
4196,2019/Q1,4.700 €,+2%,0,Fürstenfeldbruck,09179
4197,2019/Q2,4.900 €,+4%,0,Fürstenfeldbruck,09179
4198,2019/Q3,4.950 €,+1%,0,Fürstenfeldbruck,09179
4199,2019/Q4,5.100 €,+3%,0,Fürstenfeldbruck,09179
4200,2020/Q1,5.150 €,+1%,0,Fürstenfeldbruck,09179
4201,2020/Q2,5.200 €,+1%,0,Fürstenfeldbruck,09179
4202,2020/Q3,5.200 €,+0%,0,Fürstenfeldbruck,09179
4203,2018/Q3,4.700 €,-,1,Garmisch-Partenkirchen,09180
4204,2018/Q4,4.700 €,+0%,1,Garmisch-Partenkirchen,09180
4205,2019/Q1,4.800 €,+2%,1,Garmisch-Partenkirchen,09180
4206,2019/Q2,4.700 €,-2%,1,Garmisch-Partenkirchen,09180
4207,2019/Q3,4.750 €,+1%,1,Garmisch-Partenkirchen,09180
4208,2019/Q4,4.950 €,+4%,1,Garmisch-Partenkirchen,09180
4209,2020/Q1,5.000 €,+1%,1,Garmisch-Partenkirchen,09180
4210,2020/Q2,5.000 €,+0%,1,Garmisch-Partenkirchen,09180
4211,2020/Q3,5.100 €,+2%,1,Garmisch-Partenkirchen,09180
4212,2018/Q3,4.200 €,-,0,Garmisch-Partenkirchen,09180
4213,2018/Q4,4.200 €,+0%,0,Garmisch-Partenkirchen,09180
4214,2019/Q1,4.300 €,+2%,0,Garmisch-Partenkirchen,09180
4215,2019/Q2,4.300 €,+0%,0,Garmisch-Partenkirchen,09180
4216,2019/Q3,4.550 €,+6%,0,Garmisch-Partenkirchen,09180
4217,2019/Q4,4.650 €,+2%,0,Garmisch-Partenkirchen,09180
4218,2020/Q1,4.550 €,-2%,0,Garmisch-Partenkirchen,09180
4219,2020/Q2,4.500 €,-1%,0,Garmisch-Partenkirchen,09180
4220,2020/Q3,4.550 €,+1%,0,Garmisch-Partenkirchen,09180
4221,2018/Q3,3.900 €,-,1,Landsberg am Lech,09181
4222,2018/Q4,3.950 €,+1%,1,Landsberg am Lech,09181
4223,2019/Q1,4.200 €,+6%,1,Landsberg am Lech,09181
4224,2019/Q2,4.250 €,+1%,1,Landsberg am Lech,09181
4225,2019/Q3,4.350 €,+2%,1,Landsberg am Lech,09181
4226,2019/Q4,4.500 €,+3%,1,Landsberg am Lech,09181
4227,2020/Q1,4.600 €,+2%,1,Landsberg am Lech,09181
4228,2020/Q2,4.750 €,+3%,1,Landsberg am Lech,09181
4229,2020/Q3,4.850 €,+2%,1,Landsberg am Lech,09181
4230,2018/Q3,3.850 €,-,0,Landsberg am Lech,09181
4231,2018/Q4,3.900 €,+1%,0,Landsberg am Lech,09181
4232,2019/Q1,4.000 €,+3%,0,Landsberg am Lech,09181
4233,2019/Q2,4.050 €,+1%,0,Landsberg am Lech,09181
4234,2019/Q3,4.100 €,+1%,0,Landsberg am Lech,09181
4235,2019/Q4,4.100 €,+0%,0,Landsberg am Lech,09181
4236,2020/Q1,4.200 €,+2%,0,Landsberg am Lech,09181
4237,2020/Q2,4.300 €,+2%,0,Landsberg am Lech,09181
4238,2020/Q3,4.350 €,+1%,0,Landsberg am Lech,09181
4239,2018/Q3,4.650 €,-,1,Miesbach,09182
4240,2018/Q4,4.650 €,+0%,1,Miesbach,09182
4241,2019/Q1,4.650 €,+0%,1,Miesbach,09182
4242,2019/Q2,4.650 €,+0%,1,Miesbach,09182
4243,2019/Q3,4.900 €,+5%,1,Miesbach,09182
4244,2019/Q4,5.150 €,+5%,1,Miesbach,09182
4245,2020/Q1,5.200 €,+1%,1,Miesbach,09182
4246,2020/Q2,5.300 €,+2%,1,Miesbach,09182
4247,2020/Q3,5.350 €,+1%,1,Miesbach,09182
4248,2018/Q3,3.750 €,-,0,Miesbach,09182
4249,2018/Q4,3.750 €,+0%,0,Miesbach,09182
4250,2019/Q1,3.850 €,+3%,0,Miesbach,09182
4251,2019/Q2,3.900 €,+1%,0,Miesbach,09182
4252,2019/Q3,4.000 €,+3%,0,Miesbach,09182
4253,2019/Q4,3.950 €,-1%,0,Miesbach,09182
4254,2020/Q1,4.150 €,+5%,0,Miesbach,09182
4255,2020/Q2,4.250 €,+2%,0,Miesbach,09182
4256,2020/Q3,4.350 €,+2%,0,Miesbach,09182
4257,2018/Q3,2.600 €,-,1,Mühldorf a. Inn,09183
4258,2018/Q4,2.650 €,+2%,1,Mühldorf a. Inn,09183
4259,2019/Q1,2.850 €,+8%,1,Mühldorf a. Inn,09183
4260,2019/Q2,2.900 €,+2%,1,Mühldorf a. Inn,09183
4261,2019/Q3,2.950 €,+2%,1,Mühldorf a. Inn,09183
4262,2019/Q4,3.150 €,+7%,1,Mühldorf a. Inn,09183
4263,2020/Q1,3.250 €,+3%,1,Mühldorf a. Inn,09183
4264,2020/Q2,3.300 €,+2%,1,Mühldorf a. Inn,09183
4265,2020/Q3,3.250 €,-2%,1,Mühldorf a. Inn,09183
4266,2018/Q3,2.450 €,-,0,Mühldorf a. Inn,09183
4267,2018/Q4,2.500 €,+2%,0,Mühldorf a. Inn,09183
4268,2019/Q1,2.650 €,+6%,0,Mühldorf a. Inn,09183
4269,2019/Q2,2.750 €,+4%,0,Mühldorf a. Inn,09183
4270,2019/Q3,3.050 €,+11%,0,Mühldorf a. Inn,09183
4271,2019/Q4,3.050 €,+0%,0,Mühldorf a. Inn,09183
4272,2020/Q1,3.100 €,+2%,0,Mühldorf a. Inn,09183
4273,2020/Q2,3.200 €,+3%,0,Mühldorf a. Inn,09183
4274,2020/Q3,3.200 €,+0%,0,Mühldorf a. Inn,09183
4275,2018/Q3,7.000 €,-,1,München,09184
4276,2018/Q4,7.050 €,+1%,1,München,09184
4277,2019/Q1,7.250 €,+3%,1,München,09184
4278,2019/Q2,7.350 €,+1%,1,München,09184
4279,2019/Q3,7.450 €,+1%,1,München,09184
4280,2019/Q4,7.650 €,+3%,1,München,09184
4281,2020/Q1,7.700 €,+1%,1,München,09184
4282,2020/Q2,7.800 €,+1%,1,München,09184
4283,2020/Q3,7.900 €,+1%,1,München,09184
4284,2018/Q3,7.000 €,-,0,München,09184
4285,2018/Q4,7.100 €,+1%,0,München,09184
4286,2019/Q1,7.450 €,+5%,0,München,09184
4287,2019/Q2,7.500 €,+1%,0,München,09184
4288,2019/Q3,7.500 €,+0%,0,München,09184
4289,2019/Q4,7.650 €,+2%,0,München,09184
4290,2020/Q1,7.800 €,+2%,0,München,09184
4291,2020/Q2,7.950 €,+2%,0,München,09184
4292,2020/Q3,8.000 €,+1%,0,München,09184
4293,2018/Q3,3.100 €,-,1,Neuburg-Schrobenhausen,09185
4294,2018/Q4,3.150 €,+2%,1,Neuburg-Schrobenhausen,09185
4295,2019/Q1,3.250 €,+3%,1,Neuburg-Schrobenhausen,09185
4296,2019/Q2,3.200 €,-2%,1,Neuburg-Schrobenhausen,09185
4297,2019/Q3,3.200 €,+0%,1,Neuburg-Schrobenhausen,09185
4298,2019/Q4,3.300 €,+3%,1,Neuburg-Schrobenhausen,09185
4299,2020/Q1,3.300 €,+0%,1,Neuburg-Schrobenhausen,09185
4300,2020/Q2,3.250 €,-2%,1,Neuburg-Schrobenhausen,09185
4301,2020/Q3,3.250 €,+0%,1,Neuburg-Schrobenhausen,09185
4302,2018/Q3,2.650 €,-,0,Neuburg-Schrobenhausen,09185
4303,2018/Q4,2.650 €,+0%,0,Neuburg-Schrobenhausen,09185
4304,2019/Q1,2.650 €,+0%,0,Neuburg-Schrobenhausen,09185
4305,2019/Q2,2.700 €,+2%,0,Neuburg-Schrobenhausen,09185
4306,2019/Q3,2.800 €,+4%,0,Neuburg-Schrobenhausen,09185
4307,2019/Q4,2.850 €,+2%,0,Neuburg-Schrobenhausen,09185
4308,2020/Q1,2.900 €,+2%,0,Neuburg-Schrobenhausen,09185
4309,2020/Q2,2.900 €,+0%,0,Neuburg-Schrobenhausen,09185
4310,2020/Q3,2.950 €,+2%,0,Neuburg-Schrobenhausen,09185
4311,2018/Q3,3.250 €,-,1,Pfaffenhofen a.d. Ilm,09186
4312,2018/Q4,3.300 €,+2%,1,Pfaffenhofen a.d. Ilm,09186
4313,2019/Q1,3.550 €,+8%,1,Pfaffenhofen a.d. Ilm,09186
4314,2019/Q2,3.600 €,+1%,1,Pfaffenhofen a.d. Ilm,09186
4315,2019/Q3,3.650 €,+1%,1,Pfaffenhofen a.d. Ilm,09186
4316,2019/Q4,3.850 €,+5%,1,Pfaffenhofen a.d. Ilm,09186
4317,2020/Q1,3.800 €,-1%,1,Pfaffenhofen a.d. Ilm,09186
4318,2020/Q2,3.950 €,+4%,1,Pfaffenhofen a.d. Ilm,09186
4319,2020/Q3,4.100 €,+4%,1,Pfaffenhofen a.d. Ilm,09186
4320,2018/Q3,3.750 €,-,0,Pfaffenhofen a.d. Ilm,09186
4321,2018/Q4,3.800 €,+1%,0,Pfaffenhofen a.d. Ilm,09186
4322,2019/Q1,4.000 €,+5%,0,Pfaffenhofen a.d. Ilm,09186
4323,2019/Q2,4.100 €,+3%,0,Pfaffenhofen a.d. Ilm,09186
4324,2019/Q3,4.250 €,+4%,0,Pfaffenhofen a.d. Ilm,09186
4325,2019/Q4,4.200 €,-1%,0,Pfaffenhofen a.d. Ilm,09186
4326,2020/Q1,4.250 €,+1%,0,Pfaffenhofen a.d. Ilm,09186
4327,2020/Q2,4.250 €,+0%,0,Pfaffenhofen a.d. Ilm,09186
4328,2020/Q3,4.300 €,+1%,0,Pfaffenhofen a.d. Ilm,09186
4329,2018/Q3,3.950 €,-,1,Rosenheim,09187
4330,2018/Q4,4.000 €,+1%,1,Rosenheim,09187
4331,2019/Q1,4.150 €,+4%,1,Rosenheim,09187
4332,2019/Q2,4.250 €,+2%,1,Rosenheim,09187
4333,2019/Q3,4.400 €,+4%,1,Rosenheim,09187
4334,2019/Q4,4.650 €,+6%,1,Rosenheim,09187
4335,2020/Q1,4.750 €,+2%,1,Rosenheim,09187
4336,2020/Q2,4.950 €,+4%,1,Rosenheim,09187
4337,2020/Q3,4.900 €,-1%,1,Rosenheim,09187
4338,2018/Q3,3.800 €,-,0,Rosenheim,09187
4339,2018/Q4,3.850 €,+1%,0,Rosenheim,09187
4340,2019/Q1,3.900 €,+1%,0,Rosenheim,09187
4341,2019/Q2,3.950 €,+1%,0,Rosenheim,09187
4342,2019/Q3,4.050 €,+3%,0,Rosenheim,09187
4343,2019/Q4,4.100 €,+1%,0,Rosenheim,09187
4344,2020/Q1,4.150 €,+1%,0,Rosenheim,09187
4345,2020/Q2,4.250 €,+2%,0,Rosenheim,09187
4346,2020/Q3,4.300 €,+1%,0,Rosenheim,09187
4347,2018/Q3,6.850 €,-,1,Starnberg,09188
4348,2018/Q4,6.800 €,-1%,1,Starnberg,09188
4349,2019/Q1,6.850 €,+1%,1,Starnberg,09188
4350,2019/Q2,7.000 €,+2%,1,Starnberg,09188
4351,2019/Q3,7.400 €,+6%,1,Starnberg,09188
4352,2019/Q4,7.550 €,+2%,1,Starnberg,09188
4353,2020/Q1,7.700 €,+2%,1,Starnberg,09188
4354,2020/Q2,7.800 €,+1%,1,Starnberg,09188
4355,2020/Q3,7.900 €,+1%,1,Starnberg,09188
4356,2018/Q3,5.400 €,-,0,Starnberg,09188
4357,2018/Q4,5.650 €,+5%,0,Starnberg,09188
4358,2019/Q1,5.750 €,+2%,0,Starnberg,09188
4359,2019/Q2,5.900 €,+3%,0,Starnberg,09188
4360,2019/Q3,6.050 €,+3%,0,Starnberg,09188
4361,2019/Q4,5.850 €,-3%,0,Starnberg,09188
4362,2020/Q1,6.050 €,+3%,0,Starnberg,09188
4363,2020/Q2,6.150 €,+2%,0,Starnberg,09188
4364,2020/Q3,6.000 €,-2%,0,Starnberg,09188
4365,2018/Q3,3.600 €,-,1,Traunstein,09189
4366,2018/Q4,3.600 €,+0%,1,Traunstein,09189
4367,2019/Q1,3.550 €,-1%,1,Traunstein,09189
4368,2019/Q2,3.600 €,+1%,1,Traunstein,09189
4369,2019/Q3,3.400 €,-6%,1,Traunstein,09189
4370,2019/Q4,3.500 €,+3%,1,Traunstein,09189
4371,2020/Q1,3.600 €,+3%,1,Traunstein,09189
4372,2020/Q2,3.700 €,+3%,1,Traunstein,09189
4373,2020/Q3,3.750 €,+1%,1,Traunstein,09189
4374,2018/Q3,3.000 €,-,0,Traunstein,09189
4375,2018/Q4,3.000 €,+0%,0,Traunstein,09189
4376,2019/Q1,3.100 €,+3%,0,Traunstein,09189
4377,2019/Q2,3.200 €,+3%,0,Traunstein,09189
4378,2019/Q3,3.150 €,-2%,0,Traunstein,09189
4379,2019/Q4,3.300 €,+5%,0,Traunstein,09189
4380,2020/Q1,3.350 €,+2%,0,Traunstein,09189
4381,2020/Q2,3.400 €,+1%,0,Traunstein,09189
4382,2020/Q3,3.600 €,+6%,0,Traunstein,09189
4383,2018/Q3,3.050 €,-,1,Weilheim-Schongau,09190
4384,2018/Q4,3.050 €,+0%,1,Weilheim-Schongau,09190
4385,2019/Q1,3.050 €,+0%,1,Weilheim-Schongau,09190
4386,2019/Q2,3.050 €,+0%,1,Weilheim-Schongau,09190
4387,2019/Q3,3.150 €,+3%,1,Weilheim-Schongau,09190
4388,2019/Q4,3.400 €,+8%,1,Weilheim-Schongau,09190
4389,2020/Q1,3.400 €,+0%,1,Weilheim-Schongau,09190
4390,2020/Q2,3.550 €,+4%,1,Weilheim-Schongau,09190
4391,2020/Q3,3.600 €,+1%,1,Weilheim-Schongau,09190
4392,2018/Q3,2.950 €,-,0,Weilheim-Schongau,09190
4393,2018/Q4,2.950 €,+0%,0,Weilheim-Schongau,09190
4394,2019/Q1,3.000 €,+2%,0,Weilheim-Schongau,09190
4395,2019/Q2,3.050 €,+2%,0,Weilheim-Schongau,09190
4396,2019/Q3,3.200 €,+5%,0,Weilheim-Schongau,09190
4397,2019/Q4,3.350 €,+5%,0,Weilheim-Schongau,09190
4398,2020/Q1,3.450 €,+3%,0,Weilheim-Schongau,09190
4399,2020/Q2,3.500 €,+1%,0,Weilheim-Schongau,09190
4400,2020/Q3,3.550 €,+1%,0,Weilheim-Schongau,09190
4401,2018/Q3,3.500 €,-,1,Landshut,09261
4402,2018/Q4,3.550 €,+1%,1,Landshut,09261
4403,2019/Q1,3.750 €,+6%,1,Landshut,09261
4404,2019/Q2,3.850 €,+3%,1,Landshut,09261
4405,2019/Q3,3.750 €,-3%,1,Landshut,09261
4406,2019/Q4,4.050 €,+8%,1,Landshut,09261
4407,2020/Q1,4.150 €,+2%,1,Landshut,09261
4408,2020/Q2,4.200 €,+1%,1,Landshut,09261
4409,2020/Q3,4.300 €,+2%,1,Landshut,09261
4410,2018/Q3,3.500 €,-,0,Landshut,09261
4411,2018/Q4,3.600 €,+3%,0,Landshut,09261
4412,2019/Q1,3.700 €,+3%,0,Landshut,09261
4413,2019/Q2,3.800 €,+3%,0,Landshut,09261
4414,2019/Q3,3.800 €,+0%,0,Landshut,09261
4415,2019/Q4,3.900 €,+3%,0,Landshut,09261
4416,2020/Q1,3.900 €,+0%,0,Landshut,09261
4417,2020/Q2,3.950 €,+1%,0,Landshut,09261
4418,2020/Q3,3.950 €,+0%,0,Landshut,09261
4419,2018/Q3,2.200 €,-,1,Passau,09262
4420,2018/Q4,2.250 €,+2%,1,Passau,09262
4421,2019/Q1,2.250 €,+0%,1,Passau,09262
4422,2019/Q2,2.200 €,-2%,1,Passau,09262
4423,2019/Q3,2.250 €,+2%,1,Passau,09262
4424,2019/Q4,2.400 €,+7%,1,Passau,09262
4425,2020/Q1,2.400 €,+0%,1,Passau,09262
4426,2020/Q2,2.500 €,+4%,1,Passau,09262
4427,2020/Q3,2.550 €,+2%,1,Passau,09262
4428,2018/Q3,2.250 €,-,0,Passau,09262
4429,2018/Q4,2.200 €,-2%,0,Passau,09262
4430,2019/Q1,2.300 €,+5%,0,Passau,09262
4431,2019/Q2,2.300 €,+0%,0,Passau,09262
4432,2019/Q3,2.500 €,+9%,0,Passau,09262
4433,2019/Q4,2.600 €,+4%,0,Passau,09262
4434,2020/Q1,2.600 €,+0%,0,Passau,09262
4435,2020/Q2,2.750 €,+6%,0,Passau,09262
4436,2020/Q3,2.800 €,+2%,0,Passau,09262
4437,2018/Q3,2.350 €,-,1,Straubing,09263
4438,2018/Q4,2.300 €,-2%,1,Straubing,09263
4439,2019/Q1,2.300 €,+0%,1,Straubing,09263
4440,2019/Q2,2.400 €,+4%,1,Straubing,09263
4441,2019/Q3,2.400 €,+0%,1,Straubing,09263
4442,2019/Q4,2.500 €,+4%,1,Straubing,09263
4443,2020/Q1,2.600 €,+4%,1,Straubing,09263
4444,2020/Q2,2.650 €,+2%,1,Straubing,09263
4445,2020/Q3,2.700 €,+2%,1,Straubing,09263
4446,2018/Q3,2.500 €,-,0,Straubing,09263
4447,2018/Q4,2.500 €,+0%,0,Straubing,09263
4448,2019/Q1,2.500 €,+0%,0,Straubing,09263
4449,2019/Q2,2.550 €,+2%,0,Straubing,09263
4450,2019/Q3,2.750 €,+8%,0,Straubing,09263
4451,2019/Q4,2.900 €,+5%,0,Straubing,09263
4452,2020/Q1,3.000 €,+3%,0,Straubing,09263
4453,2020/Q2,3.050 €,+2%,0,Straubing,09263
4454,2020/Q3,3.100 €,+2%,0,Straubing,09263
4455,2018/Q3,2.300 €,-,1,Deggendorf,09271
4456,2018/Q4,2.350 €,+2%,1,Deggendorf,09271
4457,2019/Q1,2.350 €,+0%,1,Deggendorf,09271
4458,2019/Q2,2.350 €,+0%,1,Deggendorf,09271
4459,2019/Q3,2.300 €,-2%,1,Deggendorf,09271
4460,2019/Q4,2.400 €,+4%,1,Deggendorf,09271
4461,2020/Q1,2.450 €,+2%,1,Deggendorf,09271
4462,2020/Q2,2.550 €,+4%,1,Deggendorf,09271
4463,2020/Q3,2.650 €,+4%,1,Deggendorf,09271
4464,2018/Q3,2.600 €,-,0,Deggendorf,09271
4465,2018/Q4,2.650 €,+2%,0,Deggendorf,09271
4466,2019/Q1,2.700 €,+2%,0,Deggendorf,09271
4467,2019/Q2,2.800 €,+4%,0,Deggendorf,09271
4468,2019/Q3,2.750 €,-2%,0,Deggendorf,09271
4469,2019/Q4,2.800 €,+2%,0,Deggendorf,09271
4470,2020/Q1,2.900 €,+4%,0,Deggendorf,09271
4471,2020/Q2,2.950 €,+2%,0,Deggendorf,09271
4472,2020/Q3,3.000 €,+2%,0,Deggendorf,09271
4473,2018/Q3,1.200 €,-,1,Freyung-Grafenau,09272
4474,2018/Q4,1.200 €,+0%,1,Freyung-Grafenau,09272
4475,2019/Q1,1.200 €,+0%,1,Freyung-Grafenau,09272
4476,2019/Q2,1.200 €,+0%,1,Freyung-Grafenau,09272
4477,2019/Q3,1.250 €,+4%,1,Freyung-Grafenau,09272
4478,2019/Q4,1.250 €,+0%,1,Freyung-Grafenau,09272
4479,2020/Q1,1.250 €,+0%,1,Freyung-Grafenau,09272
4480,2020/Q2,1.250 €,+0%,1,Freyung-Grafenau,09272
4481,2020/Q3,1.350 €,+8%,1,Freyung-Grafenau,09272
4482,2018/Q3,900 €,-,0,Freyung-Grafenau,09272
4483,2018/Q4,900 €,+0%,0,Freyung-Grafenau,09272
4484,2019/Q1,950 €,+6%,0,Freyung-Grafenau,09272
4485,2019/Q2,950 €,+0%,0,Freyung-Grafenau,09272
4486,2019/Q3,900 €,-5%,0,Freyung-Grafenau,09272
4487,2019/Q4,1.000 €,+11%,0,Freyung-Grafenau,09272
4488,2020/Q1,1.000 €,+0%,0,Freyung-Grafenau,09272
4489,2020/Q2,1.000 €,+0%,0,Freyung-Grafenau,09272
4490,2020/Q3,1.050 €,+5%,0,Freyung-Grafenau,09272
4491,2018/Q3,2.000 €,-,1,Kelheim,09273
4492,2018/Q4,2.050 €,+3%,1,Kelheim,09273
4493,2019/Q1,2.100 €,+2%,1,Kelheim,09273
4494,2019/Q2,2.150 €,+2%,1,Kelheim,09273
4495,2019/Q3,2.300 €,+7%,1,Kelheim,09273
4496,2019/Q4,2.300 €,+0%,1,Kelheim,09273
4497,2020/Q1,2.350 €,+2%,1,Kelheim,09273
4498,2020/Q2,2.350 €,+0%,1,Kelheim,09273
4499,2020/Q3,2.450 €,+4%,1,Kelheim,09273
4500,2018/Q3,2.450 €,-,0,Kelheim,09273
4501,2018/Q4,2.450 €,+0%,0,Kelheim,09273
4502,2019/Q1,2.450 €,+0%,0,Kelheim,09273
4503,2019/Q2,2.500 €,+2%,0,Kelheim,09273
4504,2019/Q3,2.650 €,+6%,0,Kelheim,09273
4505,2019/Q4,2.800 €,+6%,0,Kelheim,09273
4506,2020/Q1,2.950 €,+5%,0,Kelheim,09273
4507,2020/Q2,3.100 €,+5%,0,Kelheim,09273
4508,2020/Q3,3.200 €,+3%,0,Kelheim,09273
4509,2018/Q3,3.500 €,-,1,Landshut,09274
4510,2018/Q4,3.550 €,+1%,1,Landshut,09274
4511,2019/Q1,3.750 €,+6%,1,Landshut,09274
4512,2019/Q2,3.850 €,+3%,1,Landshut,09274
4513,2019/Q3,3.750 €,-3%,1,Landshut,09274
4514,2019/Q4,4.050 €,+8%,1,Landshut,09274
4515,2020/Q1,4.150 €,+2%,1,Landshut,09274
4516,2020/Q2,4.200 €,+1%,1,Landshut,09274
4517,2020/Q3,4.300 €,+2%,1,Landshut,09274
4518,2018/Q3,3.500 €,-,0,Landshut,09274
4519,2018/Q4,3.600 €,+3%,0,Landshut,09274
4520,2019/Q1,3.700 €,+3%,0,Landshut,09274
4521,2019/Q2,3.800 €,+3%,0,Landshut,09274
4522,2019/Q3,3.800 €,+0%,0,Landshut,09274
4523,2019/Q4,3.900 €,+3%,0,Landshut,09274
4524,2020/Q1,3.900 €,+0%,0,Landshut,09274
4525,2020/Q2,3.950 €,+1%,0,Landshut,09274
4526,2020/Q3,3.950 €,+0%,0,Landshut,09274
4527,2018/Q3,2.200 €,-,1,Passau,09275
4528,2018/Q4,2.250 €,+2%,1,Passau,09275
4529,2019/Q1,2.250 €,+0%,1,Passau,09275
4530,2019/Q2,2.200 €,-2%,1,Passau,09275
4531,2019/Q3,2.250 €,+2%,1,Passau,09275
4532,2019/Q4,2.400 €,+7%,1,Passau,09275
4533,2020/Q1,2.400 €,+0%,1,Passau,09275
4534,2020/Q2,2.500 €,+4%,1,Passau,09275
4535,2020/Q3,2.550 €,+2%,1,Passau,09275
4536,2018/Q3,2.250 €,-,0,Passau,09275
4537,2018/Q4,2.200 €,-2%,0,Passau,09275
4538,2019/Q1,2.300 €,+5%,0,Passau,09275
4539,2019/Q2,2.300 €,+0%,0,Passau,09275
4540,2019/Q3,2.500 €,+9%,0,Passau,09275
4541,2019/Q4,2.600 €,+4%,0,Passau,09275
4542,2020/Q1,2.600 €,+0%,0,Passau,09275
4543,2020/Q2,2.750 €,+6%,0,Passau,09275
4544,2020/Q3,2.800 €,+2%,0,Passau,09275
4545,2018/Q3,1.300 €,-,1,Regen,09276
4546,2018/Q4,1.300 €,+0%,1,Regen,09276
4547,2019/Q1,1.350 €,+4%,1,Regen,09276
4548,2019/Q2,1.350 €,+0%,1,Regen,09276
4549,2019/Q3,1.350 €,+0%,1,Regen,09276
4550,2019/Q4,1.350 €,+0%,1,Regen,09276
4551,2020/Q1,1.350 €,+0%,1,Regen,09276
4552,2020/Q2,1.350 €,+0%,1,Regen,09276
4553,2020/Q3,1.350 €,+0%,1,Regen,09276
4554,2018/Q3,1.200 €,-,0,Regen,09276
4555,2018/Q4,1.150 €,-4%,0,Regen,09276
